filepath,filename,scan_id,ftype,ext,size_mb,shape,ndim,dtype,vox_mm,min_val,max_val,mean_val,nonzero,n_dirs,error
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0205_Lesion.nii.gz,scan_0205_Lesion.nii.gz,0205,Lesion,nii.gz,0.175,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0037,61296.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0205_T1.nii.gz,scan_0205_T1.nii.gz,0205,T1,nii.gz,10.699,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1301.0,61.4008,6416436.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0206_Lesion.nii.gz,scan_0206_Lesion.nii.gz,0206,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0206_T1.nii.gz,scan_0206_T1.nii.gz,0206,T1,nii.gz,23.785,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,650.4261,33.8524,6651104.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0206_bval.txt,scan_0206_bval.txt,0206,bval,txt,0.0,"(1, 31)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0206_bvec.txt,scan_0206_bvec.txt,0206,bvec,txt,0.001,"(3, 31)",2.0,float64,,-0.974,0.9833,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0206_dMRI.nii.gz,scan_0206_dMRI.nii.gz,0206,dMRI,nii.gz,37.016,"(144, 132, 65, 31)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,4095.0,46.3145,37810913.0,31.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0207_Lesion.nii.gz,scan_0207_Lesion.nii.gz,0207,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0207_T1.nii.gz,scan_0207_T1.nii.gz,0207,T1,nii.gz,11.525,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,2579.8481,159.3125,7566352.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0209_Lesion.nii.gz,scan_0209_Lesion.nii.gz,0209,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,3.0,0.0,177.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0209_T1.nii.gz,scan_0209_T1.nii.gz,0209,T1,nii.gz,14.683,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1211.0,57.0897,11444400.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0210_Lesion.nii.gz,scan_0210_Lesion.nii.gz,0210,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0,179.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0210_T1.nii.gz,scan_0210_T1.nii.gz,0210,T1,nii.gz,30.493,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,2481.4893,199.195,8632620.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0210_bval.txt,scan_0210_bval.txt,0210,bval,txt,0.0,"(1, 16)",1.0,float64,,0.0,860.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0210_bvec.txt,scan_0210_bvec.txt,0210,bvec,txt,0.001,"(3, 16)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0210_dMRI.nii.gz,scan_0210_dMRI.nii.gz,0210,dMRI,nii.gz,13.074,"(128, 128, 60, 16)",4.0,float32,"(2.391, 2.391, 2.7)",0.0,7057.2485,50.1211,14356058.0,16.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0211_Lesion.nii.gz,scan_0211_Lesion.nii.gz,0211,Lesion,nii.gz,0.049,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0035,50095.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0211_T1.nii.gz,scan_0211_T1.nii.gz,0211,T1,nii.gz,9.913,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1389.0,50.0688,6623419.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0212_Lesion.nii.gz,scan_0212_Lesion.nii.gz,0212,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0,605.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0212_T1.nii.gz,scan_0212_T1.nii.gz,0212,T1,nii.gz,26.079,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,762.8741,45.587,7785940.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0212_bval.txt,scan_0212_bval.txt,0212,bval,txt,0.0,"(1, 16)",1.0,float64,,0.0,860.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0212_bvec.txt,scan_0212_bvec.txt,0212,bvec,txt,0.001,"(3, 16)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0212_dMRI.nii.gz,scan_0212_dMRI.nii.gz,0212,dMRI,nii.gz,15.604,"(128, 128, 55, 17)",4.0,float32,"(2.0, 2.0, 2.7)",0.0,1450760.125,13601.3066,13948524.0,17.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0213_Lesion.nii.gz,scan_0213_Lesion.nii.gz,0213,Lesion,nii.gz,0.149,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0002,3910.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0213_T1.nii.gz,scan_0213_T1.nii.gz,0213,T1,nii.gz,9.918,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1489.0,64.3234,5515949.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0214_Lesion.nii.gz,scan_0214_Lesion.nii.gz,0214,Lesion,nii.gz,0.072,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0009,15324.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0214_T1.nii.gz,scan_0214_T1.nii.gz,0214,T1,nii.gz,10.445,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,786.0,48.3343,7561995.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0214_bval.txt,scan_0214_bval.txt,0214,bval,txt,0.0,"(1, 16)",1.0,float64,,0.0,860.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0214_bvec.txt,scan_0214_bvec.txt,0214,bvec,txt,0.001,"(3, 16)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0214_dMRI.nii.gz,scan_0214_dMRI.nii.gz,0214,dMRI,nii.gz,15.638,"(128, 128, 55, 17)",4.0,float32,"(2.0, 2.0, 2.7)",0.0,1755555.5,13140.1582,13973116.0,17.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0217_Lesion.nii.gz,scan_0217_Lesion.nii.gz,0217,Lesion,nii.gz,0.177,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0029,47914.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0217_T1.nii.gz,scan_0217_T1.nii.gz,0217,T1,nii.gz,9.331,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1132.0,39.8226,5621828.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0219_Lesion.nii.gz,scan_0219_Lesion.nii.gz,0219,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0219_T1.nii.gz,scan_0219_T1.nii.gz,0219,T1,nii.gz,5.994,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1219061.25,28896.248,4518377.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0219_bval.txt,scan_0219_bval.txt,0219,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0219_bvec.txt,scan_0219_bvec.txt,0219,bvec,txt,0.001,"(3, 33)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0219_dMRI.nii.gz,scan_0219_dMRI.nii.gz,0219,dMRI,nii.gz,84.303,"(256, 256, 70, 33)",4.0,float32,"(0.828, 0.828, 2.2)",0.0,116765.1406,1938.1598,98345853.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0220_Lesion.nii.gz,scan_0220_Lesion.nii.gz,0220,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0,453.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0220_T1.nii.gz,scan_0220_T1.nii.gz,0220,T1,nii.gz,6.023,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,4814.6597,160.91,4317934.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0220_bval.txt,scan_0220_bval.txt,0220,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0220_bvec.txt,scan_0220_bvec.txt,0220,bvec,txt,0.002,"(3, 33)",2.0,float64,,-0.7071,0.7071,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0220_dMRI.nii.gz,scan_0220_dMRI.nii.gz,0220,dMRI,nii.gz,8.4,"(96, 96, 65, 33)",4.0,float32,"(2.5, 2.5, 2.5)",0.0,2885.1428,42.2098,8667376.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0222_Lesion.nii.gz,scan_0222_Lesion.nii.gz,0222,Lesion,nii.gz,0.066,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0002,2039.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0222_T1.nii.gz,scan_0222_T1.nii.gz,0222,T1,nii.gz,34.237,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,9182.2646,523.0843,9649563.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0224_Lesion.nii.gz,scan_0224_Lesion.nii.gz,0224,Lesion,nii.gz,0.066,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0001,775.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0224_T1.nii.gz,scan_0224_T1.nii.gz,0224,T1,nii.gz,21.742,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1213.9882,70.815,6089334.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0224_bval.txt,scan_0224_bval.txt,0224,bval,txt,0.0,"(1, 31)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0224_bvec.txt,scan_0224_bvec.txt,0224,bvec,txt,0.001,"(3, 31)",2.0,float64,,-0.9529,0.9935,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0224_dMRI.nii.gz,scan_0224_dMRI.nii.gz,0224,dMRI,nii.gz,33.281,"(144, 132, 65, 31)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,4095.0,44.5815,36295689.0,31.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0225_Lesion.nii.gz,scan_0225_Lesion.nii.gz,0225,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0225_T1.nii.gz,scan_0225_T1.nii.gz,0225,T1,nii.gz,33.253,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,13668.8994,388.8237,9301739.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0227_Lesion.nii.gz,scan_0227_Lesion.nii.gz,0227,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0227_T1.nii.gz,scan_0227_T1.nii.gz,0227,T1,nii.gz,22.869,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,665.429,30.0636,6336116.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0227_bval.txt,scan_0227_bval.txt,0227,bval,txt,0.0,"(1, 31)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0227_bvec.txt,scan_0227_bvec.txt,0227,bvec,txt,0.001,"(3, 31)",2.0,float64,,-0.9803,0.9761,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0227_dMRI.nii.gz,scan_0227_dMRI.nii.gz,0227,dMRI,nii.gz,35.235,"(144, 132, 65, 31)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,3076.0,34.3226,37802074.0,31.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0228_Lesion.nii.gz,scan_0228_Lesion.nii.gz,0228,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0228_T1.nii.gz,scan_0228_T1.nii.gz,0228,T1,nii.gz,34.947,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,10225.6641,383.5777,9840879.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0229_Lesion.nii.gz,scan_0229_Lesion.nii.gz,0229,Lesion,nii.gz,0.034,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0002,3709.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0229_T1.nii.gz,scan_0229_T1.nii.gz,0229,T1,nii.gz,5.09,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5179.7607,142.1093,3542851.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0229_bval.txt,scan_0229_bval.txt,0229,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0229_bvec.txt,scan_0229_bvec.txt,0229,bvec,txt,0.002,"(3, 33)",2.0,float64,,-0.7071,0.7071,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0229_dMRI.nii.gz,scan_0229_dMRI.nii.gz,0229,dMRI,nii.gz,7.593,"(96, 96, 65, 33)",4.0,float32,"(2.5, 2.5, 2.5)",0.0,4488.6309,39.9229,7769558.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0234_Lesion.nii.gz,scan_0234_Lesion.nii.gz,0234,Lesion,nii.gz,0.07,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0133,214208.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0234_T1.nii.gz,scan_0234_T1.nii.gz,0234,T1,nii.gz,11.824,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1482.0,68.4165,7765918.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0236_Lesion.nii.gz,scan_0236_Lesion.nii.gz,0236,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0236_T1.nii.gz,scan_0236_T1.nii.gz,0236,T1,nii.gz,23.79,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,928.3711,56.9221,6978844.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0237_Lesion.nii.gz,scan_0237_Lesion.nii.gz,0237,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0237_T1.nii.gz,scan_0237_T1.nii.gz,0237,T1,nii.gz,5.402,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,4671.2207,144.4986,3755384.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0237_bval.txt,scan_0237_bval.txt,0237,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0237_bvec.txt,scan_0237_bvec.txt,0237,bvec,txt,0.002,"(3, 33)",2.0,float64,,-0.7071,0.7071,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0237_dMRI.nii.gz,scan_0237_dMRI.nii.gz,0237,dMRI,nii.gz,7.967,"(96, 96, 65, 33)",4.0,float32,"(2.5, 2.5, 2.5)",0.0,4606.835,45.4341,8034738.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0243_Lesion.nii.gz,scan_0243_Lesion.nii.gz,0243,Lesion,nii.gz,0.026,"(256, 200, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0243_T1.nii.gz,scan_0243_T1.nii.gz,0243,T1,nii.gz,8.052,"(256, 200, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,2702249.25,110702.3828,5203525.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0243_bval.txt,scan_0243_bval.txt,0243,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,700.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0243_bvec.txt,scan_0243_bvec.txt,0243,bvec,txt,0.001,"(3, 33)",2.0,float64,,-1.0,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0243_dMRI.nii.gz,scan_0243_dMRI.nii.gz,0243,dMRI,nii.gz,84.89,"(256, 256, 60, 33)",4.0,float32,"(0.828, 0.828, 2.2)",0.0,261821.4219,4775.9556,83693998.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0245_Lesion.nii.gz,scan_0245_Lesion.nii.gz,0245,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0,28.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0245_T1.nii.gz,scan_0245_T1.nii.gz,0245,T1,nii.gz,39.651,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,822.8691,33.4059,10998785.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0245_bval.txt,scan_0245_bval.txt,0245,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0245_bvec.txt,scan_0245_bvec.txt,0245,bvec,txt,0.003,"(65, 3)",2.0,float64,,-0.9641,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0245_dMRI.nii.gz,scan_0245_dMRI.nii.gz,0245,dMRI,nii.gz,79.19,"(128, 128, 75, 65)",4.0,float32,"(2.0, 2.0, 2.0)",0.0,2150.0,48.337,79256707.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0246_Lesion.nii.gz,scan_0246_Lesion.nii.gz,0246,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0246_T1.nii.gz,scan_0246_T1.nii.gz,0246,T1,nii.gz,30.612,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,860.7273,47.1189,10714984.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0246_bval.txt,scan_0246_bval.txt,0246,bval,txt,0.0,"(1, 65)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0246_bvec.txt,scan_0246_bvec.txt,0246,bvec,txt,0.003,"(3, 65)",2.0,float64,,-0.9849,1.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0246_dMRI.nii.gz,scan_0246_dMRI.nii.gz,0246,dMRI,nii.gz,36.691,"(96, 96, 60, 65)",4.0,float32,"(2.208, 2.208, 2.42)",0.0,3682.0,41.746,35412141.0,65.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0247_Lesion.nii.gz,scan_0247_Lesion.nii.gz,0247,Lesion,nii.gz,0.035,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,1.0,0.0002,3481.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0247_T1.nii.gz,scan_0247_T1.nii.gz,0247,T1,nii.gz,19.909,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,905.1822,38.2382,6804263.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0248_Lesion.nii.gz,scan_0248_Lesion.nii.gz,0248,Lesion,nii.gz,0.046,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0041,57846.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0248_T1.nii.gz,scan_0248_T1.nii.gz,0248,T1,nii.gz,19.864,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,868.9545,31.8757,6898043.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0249_Lesion.nii.gz,scan_0249_Lesion.nii.gz,0249,Lesion,nii.gz,0.034,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,5.0,0.0002,2359.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0249_T1.nii.gz,scan_0249_T1.nii.gz,0249,T1,nii.gz,4.812,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,4152.0728,129.0214,3489219.0,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0249_bval.txt,scan_0249_bval.txt,0249,bval,txt,0.0,"(1, 33)",1.0,float64,,0.0,1000.0,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0249_bvec.txt,scan_0249_bvec.txt,0249,bvec,txt,0.002,"(3, 33)",2.0,float64,,-0.7071,0.7071,,,,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0249_dMRI.nii.gz,scan_0249_dMRI.nii.gz,0249,dMRI,nii.gz,7.682,"(96, 96, 65, 33)",4.0,float32,"(2.5, 2.5, 2.5)",0.0,2747.8376,35.6199,7973099.0,33.0,
/data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/MICCAI_AIMS_TBI/scan_0254_Lesion.nii.gz,scan_0254_Lesion.nii.gz,0254,Lesion,nii.gz,0.033,"(256, 256, 256)",3.0,float32,"(1.0, 1.0, 1.0)",0.0,0.0,0.0,0.0,,
