fold,split,case_id,component_index,component_voxels,center_i,center_j,center_k,centroid_i,centroid_j,centroid_k,max_prob,mean_prob,threshold,min_component_voxels,image_i,image_j,image_k,checkpoints
1,train,0629,3,145,143,174,128,143.6551724137931,177.42068965517242,129.12413793103448,0.9999995231628418,0.7749921083450317,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0629,4,44,143,183,143,143.38636363636363,182.0681818181818,141.97727272727272,0.9950026273727417,0.594575822353363,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0629,2,16,131,179,123,131.25,178.9375,123.5625,0.9469806551933289,0.5224599838256836,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0629,1,7,126,107,142,125.42857142857143,106.85714285714286,141.71428571428572,0.8665621876716614,0.41579967737197876,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0629,5,7,143,170,140,143.0,170.0,140.0,0.7547164559364319,0.3386436104774475,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0632,1,4,133,163,162,133.0,163.5,162.0,0.228268563747406,0.1703869104385376,0.1,3,261,256,261,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0635,1,5,174,80,159,173.8,79.6,159.0,0.3106887936592102,0.1822788417339325,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0660,1,28,114,94,132,113.64285714285714,94.21428571428571,132.10714285714286,0.8142553567886353,0.34473225474357605,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0664,1,7,123,73,134,123.42857142857143,73.57142857142857,134.42857142857142,0.3427225351333618,0.20760738849639893,0.1,3,263,192,266,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0669,2,43,152,193,127,151.90697674418604,193.09302325581396,126.53488372093024,0.4998044967651367,0.265611469745636,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0669,1,7,148,196,127,147.71428571428572,196.0,127.42857142857143,0.2416112720966339,0.1643836349248886,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0671,1,29,100,154,109,98.96551724137932,153.79310344827587,108.51724137931035,0.48199257254600525,0.24678583443164825,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,14,322,140,177,107,142.97826086956522,181.5310559006211,111.00931677018633,1.0,0.8323655128479004,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,7,160,88,161,117,91.85,162.99375,115.69375,1.0,0.8376541137695312,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,8,105,90,171,113,92.62857142857143,169.96190476190475,113.2,0.9999992847442627,0.8780277967453003,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,18,76,184,122,134,184.75,122.38157894736842,133.76315789473685,0.9997999668121338,0.7405039072036743,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,10,27,118,152,139,118.25925925925925,152.22222222222223,138.88888888888889,0.9997353553771973,0.7448952198028564,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,13,20,124,148,128,123.15,147.6,127.1,0.9882431626319885,0.6545449495315552,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,17,47,167,108,101,167.7872340425532,106.29787234042553,102.06382978723404,0.9860221147537231,0.5337522625923157,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0687,12,47,122,153,155,120.42553191489361,152.53191489361703,153.4468085106383,0.9701984524726868,0.5744358897209167,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0701,2,10,174,117,109,173.9,117.2,108.8,0.8783659934997559,0.3901079297065735,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0701,1,13,136,39,156,135.53846153846155,39.69230769230769,156.3846153846154,0.7349461317062378,0.3011524975299835,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0713,1,5,183,86,155,183.4,86.8,154.8,0.25446128845214844,0.17398779094219208,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0727,2,93,153,186,130,152.38709677419354,185.0215053763441,132.29032258064515,0.9900658130645752,0.5014292001724243,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0727,1,14,151,181,135,151.28571428571428,180.5,134.35714285714286,0.6014567613601685,0.3284788727760315,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0730,1,285,190,126,159,191.02105263157895,126.07368421052631,160.64912280701753,0.9999992847442627,0.8317232728004456,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0739,1,5,124,159,148,124.4,159.2,148.0,0.27827078104019165,0.24182653427124023,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0743,1,6,135,97,164,136.0,96.33333333333333,164.16666666666666,0.23644228279590607,0.21054089069366455,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0755,2,90,122,200,138,121.57777777777778,199.88888888888889,138.2,0.9060540199279785,0.36481156945228577,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0755,3,12,133,201,138,133.0,200.83333333333334,137.75,0.6152205467224121,0.2837812006473541,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0755,1,7,93,164,132,93.57142857142857,164.14285714285714,132.0,0.45286187529563904,0.24708899855613708,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0755,4,42,147,190,143,146.8095238095238,188.9047619047619,142.16666666666666,0.24997779726982117,0.19907136261463165,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0755,5,8,158,96,165,157.25,95.5,165.0,0.2259424924850464,0.14923925697803497,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0776,1,386,184,137,107,184.8575129533679,138.6321243523316,108.32124352331606,0.9999998807907104,0.8162853717803955,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0781,1,89,83,150,150,85.85393258426966,150.08988764044943,151.35955056179776,0.9999991655349731,0.8140591382980347,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0781,4,32,160,134,126,159.875,134.65625,125.6875,0.9979221224784851,0.5987508893013,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0781,2,21,91,115,170,89.71428571428571,115.19047619047619,170.33333333333334,0.9853652715682983,0.5548499226570129,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0781,3,15,106,94,155,105.93333333333334,93.4,154.46666666666667,0.7434580326080322,0.41141483187675476,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0786,1,18,136,159,204,135.94444444444446,158.94444444444446,203.88888888888889,0.5760656595230103,0.2824190557003021,0.1,3,294,292,306,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0799,1,6,105,198,109,105.33333333333333,198.5,109.0,0.8140251040458679,0.44340208172798157,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0799,2,25,112,160,140,109.64,159.56,139.68,0.30784133076667786,0.183871790766716,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0799,5,4,117,164,135,116.75,163.5,135.75,0.2848733365535736,0.24882438778877258,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0799,3,18,111,157,146,111.5,157.33333333333334,144.88888888888889,0.2490978240966797,0.17160873115062714,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0799,4,5,112,155,149,111.6,155.0,148.8,0.2093529999256134,0.15151377022266388,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0845,1,6,99,161,173,98.5,161.0,172.66666666666666,0.3539055287837982,0.2117106318473816,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0855,1,24,141,180,150,140.54166666666666,180.70833333333334,149.66666666666666,0.9777112603187561,0.6378342509269714,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0858,2,53,94,160,111,93.90566037735849,160.0754716981132,111.15094339622641,0.9997765421867371,0.7184777855873108,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0858,1,26,82,140,103,81.65384615384616,140.26923076923077,102.46153846153847,0.9138470888137817,0.4633583426475525,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0858,4,54,147,163,111,147.7037037037037,164.44444444444446,111.07407407407408,0.24986101686954498,0.19834460318088531,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0858,6,21,157,161,109,157.42857142857142,160.95238095238096,109.42857142857143,0.2496027946472168,0.198573499917984,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0858,3,4,144,163,112,144.75,163.0,112.75,0.20755842328071594,0.1482347697019577,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0858,5,3,151,170,113,151.33333333333334,169.66666666666666,113.0,0.17908872663974762,0.15445826947689056,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0859,1,28,82,151,103,81.92857142857143,151.96428571428572,102.46428571428571,0.9593179821968079,0.5110029578208923,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0859,2,14,81,153,120,81.35714285714286,153.21428571428572,120.07142857142857,0.647041916847229,0.2827397882938385,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0865,3,68,163,160,115,162.97058823529412,160.1764705882353,115.01470588235294,0.8265864849090576,0.39048710465431213,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0865,2,10,125,153,192,124.5,152.8,192.4,0.43336331844329834,0.26653242111206055,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0865,1,11,118,154,192,118.72727272727273,153.45454545454547,192.0,0.4058879613876343,0.27171429991722107,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,12,212,139,181,173,141.64150943396226,182.28301886792454,173.93867924528303,1.0,0.8105446696281433,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,7,123,120,194,162,118.65853658536585,195.8211382113821,160.6991869918699,0.9999998807907104,0.8127948045730591,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,10,187,119,183,177,119.70588235294117,180.94117647058823,175.0,0.9999997615814209,0.8070881962776184,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,4,45,115,178,177,114.88888888888889,178.51111111111112,177.95555555555555,0.9999960660934448,0.8543391823768616,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,9,42,118,171,179,118.54761904761905,171.33333333333334,178.95238095238096,0.9999909400939941,0.7917553186416626,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,6,102,119,160,187,119.59803921568627,160.94117647058823,187.47058823529412,0.9999892711639404,0.8111639618873596,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,15,49,143,172,178,142.57142857142858,172.0408163265306,178.81632653061226,0.9999604225158691,0.6977137327194214,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0873,5,69,115,166,184,116.2463768115942,167.65217391304347,184.17391304347825,0.9998730421066284,0.6415895819664001,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0879,4,18,84,146,108,84.61111111111111,145.44444444444446,108.83333333333333,0.5031325817108154,0.2783029079437256,0.1,3,257,257,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0879,3,3,83,144,111,83.0,143.33333333333334,111.33333333333333,0.2334667593240738,0.180577352643013,0.1,3,257,257,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0879,2,5,82,142,114,82.0,142.2,114.2,0.22494523227214813,0.1678028553724289,0.1,3,257,257,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0879,1,3,70,129,121,69.33333333333333,129.0,121.33333333333333,0.17015624046325684,0.1332743912935257,0.1,3,257,257,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0881,1,8,196,155,122,196.375,155.375,122.0,0.28870701789855957,0.22093293070793152,0.1,3,274,292,276,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0887,2,6,108,132,149,108.0,131.83333333333334,148.66666666666666,0.265377938747406,0.22825956344604492,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0887,1,3,97,115,119,97.0,114.66666666666667,118.66666666666667,0.2185564637184143,0.1786940097808838,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0910,1,24,118,185,181,117.625,184.875,180.83333333333334,0.9795404672622681,0.5471861958503723,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0910,2,6,158,80,130,158.33333333333334,80.5,130.33333333333334,0.3388368785381317,0.19446374475955963,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0915,1,52,123,211,167,122.1923076923077,210.92307692307693,166.94230769230768,0.8174278140068054,0.4224235415458679,0.1,3,274,280,264,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0915,2,4,138,180,195,137.5,180.25,195.75,0.17172706127166748,0.14048458635807037,0.1,3,274,280,264,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0927,2,3,131,152,167,131.0,151.66666666666666,166.66666666666666,0.23042400181293488,0.19092369079589844,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0927,1,3,123,165,130,123.66666666666667,164.66666666666666,130.0,0.14422829449176788,0.12071338295936584,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0928,2,21,153,156,166,152.71428571428572,155.71428571428572,165.61904761904762,0.9768298864364624,0.5502352714538574,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0928,1,13,90,117,166,89.53846153846153,116.92307692307692,165.92307692307693,0.7837849855422974,0.3922606110572815,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0935,2,20,148,116,185,148.65,116.2,185.05,0.8127318620681763,0.3587251305580139,0.1,3,269,200,276,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0935,1,9,94,110,156,93.88888888888889,109.44444444444444,156.44444444444446,0.6453148126602173,0.3489507734775543,0.1,3,269,200,276,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0986,1,8,141,161,189,141.0,161.5,189.5,0.8890382051467896,0.5452045202255249,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,2,8,122,110,172,122.0,110.125,172.125,0.99614417552948,0.6012772917747498,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,5,8,143,136,172,143.25,135.625,172.5,0.97166907787323,0.5584153532981873,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,3,26,125,129,172,125.07692307692308,130.6153846153846,172.3846153846154,0.9103420376777649,0.4886973202228546,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,7,9,167,131,170,166.66666666666666,130.55555555555554,169.55555555555554,0.6359665989875793,0.3624979853630066,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,1,10,111,49,161,111.2,49.6,161.3,0.5636941194534302,0.31869786977767944,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,6,10,153,108,171,152.9,108.4,170.7,0.4116755723953247,0.23410360515117645,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,0993,4,5,141,110,195,141.0,109.6,194.6,0.17444831132888794,0.15445806086063385,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1024,1,456,180,134,115,182.25219298245614,134.05263157894737,116.34649122807018,0.9999990463256836,0.7678927779197693,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1024,2,21,188,123,122,188.14285714285714,122.95238095238095,121.66666666666667,0.931443452835083,0.4649803638458252,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1029,1,25,159,140,142,158.76,138.96,142.6,0.6358914971351624,0.26560357213020325,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1029,2,3,189,106,5,189.0,105.0,5.0,0.14203795790672302,0.13015027344226837,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,6,185,131,197,112,133.08648648648648,195.6,111.76216216216216,0.9969435930252075,0.5216554999351501,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,4,131,120,196,112,120.94656488549619,195.9770992366412,111.13740458015268,0.9759729504585266,0.40856751799583435,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,2,75,106,168,112,105.26666666666667,168.21333333333334,111.97333333333333,0.9719046950340271,0.31767094135284424,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,1,10,99,172,114,98.8,171.7,113.8,0.5096237063407898,0.2561902403831482,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,5,5,127,105,145,127.2,105.0,145.4,0.41866186261177063,0.2367415875196457,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,3,14,103,175,117,104.71428571428571,174.92857142857142,116.92857142857143,0.3355250060558319,0.22484628856182098,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1036,7,32,136,184,109,135.875,183.4375,108.5,0.25760582089424133,0.20210561156272888,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1041,1,20,125,121,206,125.2,120.6,205.95,0.9952602982521057,0.6790319681167603,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1041,2,11,166,176,135,166.36363636363637,175.54545454545453,134.54545454545453,0.45900699496269226,0.2491685450077057,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1046,1,47,123,76,202,122.70212765957447,76.82978723404256,202.51063829787233,0.980530321598053,0.4544457793235779,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1046,2,23,133,150,154,132.82608695652175,149.82608695652175,153.3913043478261,0.9611030220985413,0.5618481636047363,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1061,1,75,149,106,136,150.08,106.01333333333334,135.84,0.9002634286880493,0.32191744446754456,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1071,1,202,89,132,120,90.32673267326733,133.27227722772278,119.35148514851485,0.9999990463256836,0.757837176322937,0.1,3,264,264,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1071,3,20,132,112,152,132.15,112.0,152.05,0.9988663196563721,0.6115330457687378,0.1,3,264,264,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1071,2,17,131,107,171,131.47058823529412,107.76470588235294,170.35294117647058,0.24925467371940613,0.19977685809135437,0.1,3,264,264,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1107,2,26,112,109,158,112.07692307692308,109.03846153846153,158.0,0.9999188184738159,0.8148030638694763,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1107,3,20,116,126,162,115.6,125.75,161.15,0.9762063026428223,0.6323644518852234,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
1,train,1107,1,14,110,128,166,110.14285714285714,126.28571428571429,166.28571428571428,0.24564550817012787,0.19239185750484467,0.1,3,256,256,256,best_tr_f1_kpcyjb66.pt|best_gt50.pt|best_tiny.pt|best_714109.pt
